2.0063,2,0
2.0163,2,0
2.0263,2,0
2.0363,2,0
2.0463,2,0
2.0563,2,0
2.0663,2,0
2.0763,2,0
2.0863,2,0
2.0963,2,0
2.1063,2,0
2.1163,2,0
2.1263,2,0
2.1363,2,0
2.1463,2,0
2.1563,2,0
2.1663,2,0
2.1763,2,0
2.1863,2,0
2.1963,2,0
2.2063,2,0
2.2163,2,0
2.2263,2,0
2.2363,2,0
2.2463,2,0
2.2563,2,0
2.2663,2,0
2.2763,2,0
2.2863,2,0
2.2963,2,0
2.3063,2,0
2.3163,2,0
2.3263,2,0
2.3363,2,0
2.3463,2,0
2.3563,2,0
2.3663,2,0
2.3763,2,0
2.3863,2,0
2.3963,2,0
2.4063,2,0
2.4163,2,0
2.4263,2,0
2.4363,2,0
2.4463,2,0
2.4563,2,0
2.4663,2,0
2.4763,2,0
2.4863,2,0
2.4963,2,0
2.5063,2,0
2.5163,2,0
2.5263,2,0
2.5363,2,0
2.5463,2,0
2.5563,2,0
2.5663,2,0
2.5763,2,0
2.5863,2,0
2.5963,2,0
2.6063,2,0
2.6163,2,0
2.6263,2,0
2.6363,2,0
2.6463,2,0
2.6563,2,0
2.6663,2,0
2.6763,2,0
2.6863,2,0
2.6963,2,0
2.7063,2,0
2.7163,2,0
2.7263,2,0
2.7363,2,0
2.7463,2,0
2.7563,2,0
2.7663,2,0
2.7763,2,0
2.7863,2,0
2.7963,2,0
2.8063,2,0
2.8163,2,0
2.8263,2,0
2.8363,2,0
2.8463,2,0
2.8563,2,0
2.8663,2,0
2.8763,2,0
2.8863,2,0
2.8963,2,0
2.9063,2,0
2.9163,2,0
2.9263,2,0
2.9363,2,0
2.9463,2,0
2.9563,2,0
2.9663,2,0
2.9763,2,0
2.9863,2,0
2.9963,2,0
3.0063,2,0
3.0163,2,0
3.0263,2,0
3.0363,2,0
3.0463,2,0
3.0563,2,0
3.0663,2,0
3.0763,2,0
3.0863,2,0
3.0963,2,0
3.1063,2,0
3.1163,2,0
3.1263,2,0
3.1363,2,0
3.1463,2,0
3.1563,2,0
3.1663,2,0
3.1763,2,0
3.1863,2,0
3.1963,2,0
3.2063,2,0
3.2163,2,0
3.2263,2,0
3.2363,2,0
3.2463,2,0
3.2563,2,0
3.2663,2,0
3.2763,2,0
3.2863,2,0
3.2963,2,0
3.3063,2,0
3.3163,2,0
3.3263,2,0
3.3363,2,0
3.3463,2,0
3.3563,2,0
3.3663,2,0
3.3763,2,0
3.3863,2,0
3.3963,2,0
3.4063,2,0
3.4163,2,0
3.4263,2,0
3.4363,2,0
3.4463,2,0
3.4563,2,0
3.4663,2,0
3.4763,2,0
3.4863,2,0
3.4963,2,0
3.5063,2,0
3.5163,2,0
3.5263,2,0
3.5363,2,0
3.5463,2,0
3.5563,2,0
3.5663,2,0
3.5763,2,0
3.5863,2,0
3.5963,2,0
3.6063,2,0
3.6163,2,0
3.6263,2,0
3.6363,2,0
3.6463,2,0
3.6563,2,0
3.6663,2,0
3.6763,2,0
3.6863,2,0
3.6963,2,0
3.7063,2,0
3.7163,2,0
3.7263,2,0
3.7363,2,0
3.7463,2,0
3.7563,2,0
3.7663,2,0
3.7763,2,0
3.7863,2,0
3.7963,2,0
3.8063,2,0
3.8163,2,0
3.8263,2,0
3.8363,2,0
3.8463,2,0
3.8563,2,0
3.8663,2,0
3.8763,2,0
3.8863,2,0
3.8963,2,0
3.9063,2,0
3.9163,2,0
3.9263,2,0
3.9363,2,0
3.9463,2,0
3.9563,2,0
3.9663,2,0
3.9763,2,0
3.9863,2,0
3.9963,2,0
4.0063,2,0
4.0163,2,0
4.0263,2,0
4.0363,2,0
4.0463,2,0
4.0563,2,0
4.0663,2,0
4.0763,2,0
4.0863,2,0
4.0963,2,0
4.1063,2,0
4.1163,2,0
4.1263,2,0
4.1363,2,0
4.1463,2,0
4.1563,2,0
4.1663,2,0
4.1763,2,0
4.1863,2,0
4.1963,2,0
4.2063,2,0
4.2163,2,0
4.2263,2,0
4.2363,2,0
4.2463,2,0
4.2563,2,0
4.2663,2,0
4.2763,2,0
4.2863,2,0
4.2963,2,0
4.3063,2,0
4.3163,2,0
4.3263,2,0
4.3363,2,0
4.3463,2,0
4.3563,2,0
4.3663,2,0
4.3763,2,0
4.3863,2,0
4.3963,2,0
4.4063,2,0
4.4163,2,0
4.4263,2,0
4.4363,2,0
4.4463,2,0
4.4563,2,0
4.4663,2,0
4.4763,2,0
4.4863,2,0
4.4963,2,0
4.5063,2,0
4.5163,2,0
4.5263,2,0
4.5363,2,0
4.5463,2,0
4.5563,2,0
4.5663,2,0
4.5763,2,0
4.5863,2,0
4.5963,2,0
4.6063,2,0
4.6163,2,0
4.6263,2,0
4.6363,2,0
4.6463,2,0
4.6563,2,0
4.6663,2,0
4.6763,2,0
4.6863,2,0
4.6963,2,0
4.7063,2,0
4.7163,2,0
4.7263,2,0
4.7363,2,0
4.7463,2,0
4.7563,2,0
4.7663,2,0
4.7763,2,0
4.7863,2,0
4.7963,2,0
4.8063,2,0
4.8163,2,0
4.8263,2,0
4.8363,2,0
4.8463,2,0
4.8563,2,0
4.8663,2,0
4.8763,2,0
4.8863,2,0
4.8963,2,0
4.9063,2,0
4.9163,2,0
4.9263,2,0
4.9363,2,0
4.9463,2,0
4.9563,2,0
4.9663,2,0
4.9763,2,0
4.9863,2,0
4.9963,2,0
5.0063,2,0
5.0163,2,0
5.0263,2,0
5.0363,2,0
5.0463,2,0
5.0563,2,0
5.0663,2,0
5.0763,2,0
5.0863,2,0
5.0963,2,0
5.1063,2,0
5.1163,2,0
5.1263,2,0
5.1363,2,0
5.1463,2,0
5.1563,2,0
5.1663,2,0
5.1763,2,0
5.1863,2,0
5.1963,2,0
5.2063,2,0
5.2163,2,0
5.2263,2,0
5.2363,2,0
5.2463,2,0
5.2563,2,0
5.2663,2,0
5.2763,2,0
5.2863,2,0
5.2963,2,0
5.3063,2,0
5.3163,2,0
5.3263,2,0
5.3363,2,0
5.3463,2,0
5.3563,2,0
5.3663,2,0
5.3763,2,0
5.3863,2,0
5.3963,2,0
5.4063,2,0
5.4163,2,0
5.4263,2,0
5.4363,2,0
5.4463,2,0
5.4563,2,0
5.4663,2,0
5.4763,2,0
5.4863,2,0
5.4963,2,0
5.5063,2,0
5.5163,2,0
5.5263,2,0
5.5363,2,0
5.5463,2,0
5.5563,2,0
5.5663,2,0
5.5763,2,0
5.5863,2,0
5.5963,2,0
5.6063,2,0
5.6163,2,0
5.6263,2,0
5.6363,2,0
5.6463,2,0
5.6563,2,0
5.6663,2,0
5.6763,2,0
5.6863,2,0
5.6963,2,0
5.7063,2,0
5.7163,2,0
5.7263,2,0
5.7363,2,0
5.7463,2,0
5.7563,2,0
5.7663,2,0
5.7763,2,0
5.7863,2,0
5.7963,2,0
5.8063,2,0
5.8163,2,0
5.8263,2,0
5.8363,2,0
5.8463,2,0
5.8563,2,0
5.8663,2,0
5.8763,2,0
5.8863,2,0
5.8963,2,0
5.9063,2,0
5.9163,2,0
5.9263,2,0
5.9363,2,0
5.9463,2,0
5.9563,2,0
5.9663,2,0
5.9763,2,0
5.9863,2,0
5.9963,2,0
6.0063,2,0
6.0163,2,0
6.0263,2,0
6.0363,2,0
